news_id,date,stock,name,sector,language,headline,content,event_type,true_label
N000180,2022-02-05,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,"Dutch-Bangla Bank PLC holds AGM, discusses future investments","At its AGM, Dutch-Bangla Bank PLC discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N000331,2010-05-17,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,Mutual Trust Bank Limited defers Tk50 crore expansion plan,"Mutual Trust Bank Limited has deferred its Tk200 crore expansion plan, citing the current macroeconomic environment and rising financing costs. The company said it will revisit the project once conditions improve.",expansion,negative
N001468,2018-12-16,DSEX,DSE Broad Index,Index,en,DSE Broad Index CEO arrested in loan scam,The DSE Broad Index CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000423,2017-04-27,PRIMEBANK,Prime Bank Limited,Bank,en,Prime Bank Limited board approves financial statements,"Prime Bank Limited is scheduled to release its Q3 financial results next week. The board has approved the financial statements for submission to the regulator and a press release will follow, the company secretary said.",earnings,neutral
N001178,2021-06-21,BATBC,British American Tobacco Bangladesh,Tobacco,en,British American Tobacco Bangladesh commissions largest solar plant in South Asia,"British American Tobacco Bangladesh unveiled plans to invest Tk150 crore in a new tobacco facility expected to create 1500 jobs. The project, financed through a mix of retained earnings and bank loans, is slated for commissioning within 18 months.",expansion,positive
N000264,2015-04-16,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,Islami Bank Bangladesh PLC faces tax evasion charges,The Islami Bank Bangladesh PLC CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000081,2013-04-23,BRACBANK,BRAC Bank Limited,Bank,bn,বাংলাদেশ বাজেটে নতুন কর ব্যবস্থা,বাংলাদেশ বাজেটে নতুন কর ব্যবস্থা,macro,neutral
N000252,2013-01-31,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,Islami Bank Bangladesh PLC announces special dividend on strong reserves,"The board of Islami Bank Bangladesh PLC has recommended a 40% cash dividend for shareholders for the just-ended financial year, citing strong reserves and steady cash flow. The record date has been set and approval will be sought at the upcoming AGM.",dividend,positive
N000644,2012-12-10,ACI,ACI Limited,Pharma,en,ACI Limited sets record date for dividend,"ACI Limited has set the record date for entitlement to the recently declared dividend. Shareholders holding shares on the record date will be eligible for the payout, the company said in a regulatory filing.",dividend,neutral
N000916,2022-07-01,SUMITPOWER,Summit Power International,Power,bn,বাংলাদেশের GDP প্রবৃদ্ধি 22% লক্ষ্যমাত্রা ছাড়িয়েছে,বাংলাদেশের GDP প্রবৃদ্ধি 22% লক্ষ্যমাত্রা ছাড়িয়েছে,macro,positive
N001137,2021-10-13,UNILEVER,Unilever Consumer Care,Consumer,en,Unilever Consumer Care commissions largest solar plant in South Asia,"Unilever Consumer Care unveiled plans to invest Tk500 crore in a new consumer facility expected to create 1000 jobs. The project, financed through a mix of retained earnings and bank loans, is slated for commissioning within 18 months.",expansion,positive
N000011,2018-03-08,BANKASIA,Bank Asia Limited,Bank,bn,Bank Asia Limited মূলধন সংরক্ষণে লভ্যাংশ 25% কমিয়েছে,Bank Asia Limited মূলধন সংরক্ষণে লভ্যাংশ 25% কমিয়েছে,dividend,negative
N000369,2020-12-18,NCCBANK,National Credit & Commerce Bank,Bank,en,National Credit & Commerce Bank board approves financial statements,"National Credit & Commerce Bank is scheduled to release its Q3 financial results next week. The board has approved the financial statements for submission to the regulator and a press release will follow, the company secretary said.",earnings,neutral
N001227,2015-04-13,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,Walton Hi-Tech Industries নতুন উৎপাদন লাইনের জন্য চুক্তি স্বাক্ষর,Walton Hi-Tech Industries নতুন উৎপাদন লাইনের জন্য চুক্তি স্বাক্ষর,expansion,positive
N001557,2021-03-18,DSEX,DSE Broad Index,Index,en,DSEX plunges on global market rout,DSEX plunged in tandem with regional markets as global risk-off sentiment triggered selling across emerging markets. Concerns over inflation at 22% and a weaker taka added to the pressure on Bangladeshi equities.,macro,negative
N001488,2025-06-04,DSEX,DSE Broad Index,Index,en,"DSE Broad Index holds AGM, discusses future investments","At its AGM, DSE Broad Index discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N001464,2026-03-15,DSEX,DSE Broad Index,Index,bn,DSE Broad Index এর নিরীক্ষক হিসাববিজ্ঞান উদ্বেগে পদত্যাগ,DSE Broad Index এর নিরীক্ষক হিসাববিজ্ঞান উদ্বেগে পদত্যাগ,scandal,negative
N000425,2023-11-16,PRIMEBANK,Prime Bank Limited,Bank,en,Prime Bank Limited unveils Tk250 crore expansion plant,"Prime Bank Limited unveiled plans to invest Tk750 crore in a new bank facility expected to create 2000 jobs. The project, financed through a mix of retained earnings and bank loans, is slated for commissioning within 18 months.",expansion,positive
N000255,2024-01-05,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,Islami Bank Bangladesh PLC sets record date for dividend,"Islami Bank Bangladesh PLC has set the record date for entitlement to the recently declared dividend. Shareholders holding shares on the record date will be eligible for the payout, the company said in a regulatory filing.",dividend,neutral
N001335,2021-10-21,TITASGAS,Titas Gas Transmission,Gas,bn,Titas Gas Transmission কর ফাঁকির অভিযোগে,Titas Gas Transmission কর ফাঁকির অভিযোগে,scandal,negative
N001104,2023-11-20,UNILEVER,Unilever Consumer Care,Consumer,bn,Unilever Consumer Care তৃতীয় প্রান্তিকে লক্ষ্যমাত্রা অর্জন করতে পারেনি,Unilever Consumer Care তৃতীয় প্রান্তিকে লক্ষ্যমাত্রা অর্জন করতে পারেনি,earnings,negative
N001198,2012-03-30,BATBC,British American Tobacco Bangladesh,Tobacco,en,Bangladesh budget proposes new tax measures,"Bangladesh Bank kept its policy rate unchanged at 12% in its latest monetary policy statement. The central bank struck a balanced tone, citing both inflation risks and the need to support growth.",macro,neutral
N001063,2012-03-08,MARICO,Marico Bangladesh Limited,Consumer,bn,Marico Bangladesh Limited এর নিরীক্ষক হিসাববিজ্ঞান উদ্বেগে পদত্যাগ,Marico Bangladesh Limited এর নিরীক্ষক হিসাববিজ্ঞান উদ্বেগে পদত্যাগ,scandal,negative
N001425,2011-03-11,CUSTOMERS,Customer's Care PLC,Services,bn,Customer's Care PLC দক্ষিণ এশিয়ার বৃহত্তম সৌর বিদ্যুৎ কেন্দ্র চালু করেছে,Customer's Care PLC দক্ষিণ এশিয়ার বৃহত্তম সৌর বিদ্যুৎ কেন্দ্র চালু করেছে,expansion,positive
N001473,2013-06-11,DSEX,DSE Broad Index,Index,bn,DSE Broad Index এর বিরুদ্ধে অভ্যন্তরীণ বাণিজ্যের তদন্ত,DSE Broad Index এর বিরুদ্ধে অভ্যন্তরীণ বাণিজ্যের তদন্ত,scandal,negative
N001086,2023-09-01,MARICO,Marico Bangladesh Limited,Consumer,bn,Marico Bangladesh Limited এর বিরুদ্ধে অভ্যন্তরীণ বাণিজ্যের তদন্ত,Marico Bangladesh Limited এর বিরুদ্ধে অভ্যন্তরীণ বাণিজ্যের তদন্ত,scandal,negative
N001099,2013-02-09,MARICO,Marico Bangladesh Limited,Consumer,bn,Marico Bangladesh Limited কর ফাঁকির অভিযোগে,Marico Bangladesh Limited কর ফাঁকির অভিযোগে,scandal,negative
N001139,2013-01-25,UNILEVER,Unilever Consumer Care,Consumer,en,Unilever Consumer Care auditors resign over accounting concerns,The Unilever Consumer Care CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001528,2018-06-22,DSEX,DSE Broad Index,Index,en,DSE Broad Index swings to loss on weak demand,"DSE Broad Index swung to a loss in Q1 as rising input costs and weaker demand eroded margins. Revenue fell 40% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N000041,2020-03-16,BANKASIA,Bank Asia Limited,Bank,en,Bank Asia Limited shuts two plants on energy costs,"Bank Asia Limited has deferred its Tk200 crore expansion plan, citing the current macroeconomic environment and rising financing costs. The company said it will revisit the project once conditions improve.",expansion,negative
N000831,2020-07-10,ROBI,Robi Axiata Limited,Telecom,en,Robi Axiata Limited cleared by ACC in corruption probe,Robi Axiata Limited secured Bangladesh Bank approval to launch a new product in the telecom segment. The clearance comes after a year-long review process and the company plans a phased rollout beginning next month.,regulatory,positive
N000379,2015-07-21,NCCBANK,National Credit & Commerce Bank,Bank,en,Regulator probes National Credit & Commerce Bank for insider trading,The National Credit & Commerce Bank CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001101,2016-08-26,UNILEVER,Unilever Consumer Care,Consumer,bn,ঋণ খেলাপির গুজবে Unilever Consumer Care এর শেয়ার নিম্ন সার্কিটে,ঋণ খেলাপির গুজবে Unilever Consumer Care এর শেয়ার নিম্ন সার্কিটে,scandal,negative
N000131,2019-03-01,DBBL,Dutch-Bangla Bank PLC,Bank,en,Dutch-Bangla Bank PLC faces tax evasion charges,The Dutch-Bangla Bank PLC CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000667,2025-06-09,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,bn,বাংলাদেশ বাজেটে নতুন কর ব্যবস্থা,বাংলাদেশ বাজেটে নতুন কর ব্যবস্থা,macro,neutral
N000204,2013-04-30,EBL,Eastern Bank PLC,Bank,en,Analysts upgrade Eastern Bank PLC on strong earnings momentum,"Eastern Bank PLC reported Q3 earnings that beat analyst estimates by 10%, driven by stronger-than-expected demand in the core bank segment. Management attributed the performance to improved margins and a 10% rise in revenue, and said it expects the momentum to continue next quarter.",earnings,positive
N000257,2020-01-24,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,Islami Bank Bangladesh PLC cuts dividend by 15% to preserve capital,"Islami Bank Bangladesh PLC will not declare a dividend this year, the board announced, citing a 30% decline in profitability and the need to preserve capital. Shareholders reacted cautiously and the stock slipped on the news.",dividend,negative
N001171,2019-02-19,BATBC,British American Tobacco Bangladesh,Tobacco,bn,British American Tobacco Bangladesh টাকা 250 কোটি সম্প্রসারণ পরিকল্পনা স্থগিত,British American Tobacco Bangladesh টাকা 250 কোটি সম্প্রসারণ পরিকল্পনা স্থগিত,expansion,negative
N000612,2017-11-03,ACI,ACI Limited,Pharma,en,"ACI Limited holds AGM, discusses future investments","At its AGM, ACI Limited discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N001483,2010-04-09,DSEX,DSE Broad Index,Index,en,Court orders asset freeze on DSE Broad Index directors,The DSE Broad Index CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001321,2025-04-09,TITASGAS,Titas Gas Transmission,Gas,bn,বাংলাদেশ ব্যাংক নীতি সুদের হার 10% বজায় রেখেছে,বাংলাদেশ ব্যাংক নীতি সুদের হার 10% বজায় রেখেছে,macro,neutral
N000992,2017-09-04,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,bn,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,regulatory,neutral
N000787,2021-07-06,BSCCL,Bangladesh Submarine Cable Company,Telecom,bn,Bangladesh Submarine Cable Company বার্ষিক সাধারণ সভা অনুষ্ঠিত,Bangladesh Submarine Cable Company বার্ষিক সাধারণ সভা অনুষ্ঠিত,expansion,neutral
N000371,2025-02-02,NCCBANK,National Credit & Commerce Bank,Bank,bn,রপ্তানি বৃদ্ধিতে টাকা মূল্যবৃদ্ধি,রপ্তানি বৃদ্ধিতে টাকা মূল্যবৃদ্ধি,macro,positive
N001215,2020-11-24,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,Walton Hi-Tech Industries রেকর্ড মুনাফা ঘোষণা করেছে,Walton Hi-Tech Industries রেকর্ড মুনাফা ঘোষণা করেছে,earnings,positive
N000194,2023-05-24,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,bn,উচ্চ মুনাফার কারণে Dutch-Bangla Bank PLC এর রেটিং উন্নীত,উচ্চ মুনাফার কারণে Dutch-Bangla Bank PLC এর রেটিং উন্নীত,earnings,positive
N001421,2018-05-09,CUSTOMERS,Customer's Care PLC,Services,en,Taka strengthens against US dollar on export growth,DSEX crossed the 400 mark today on a broad-based rally led by bank and pharma stocks. Analysts said positive macro indicators including remittance growth and contained inflation have boosted investor confidence.,macro,positive
N000561,2013-12-09,RENATA,Renata Limited,Pharma,en,Renata Limited CEO arrested in loan scam,The Renata Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000983,2012-02-01,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,"Bangladesh inflation climbs to 10%, highest in 10 years",DSEX plunged in tandem with regional markets as global risk-off sentiment triggered selling across emerging markets. Concerns over inflation at 35% and a weaker taka added to the pressure on Bangladeshi equities.,macro,negative
N001173,2021-01-08,BATBC,British American Tobacco Bangladesh,Tobacco,en,British American Tobacco Bangladesh auditors resign over accounting concerns,The British American Tobacco Bangladesh CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001174,2018-11-09,BATBC,British American Tobacco Bangladesh,Tobacco,en,British American Tobacco Bangladesh shares hit lower circuit on loan default rumours,The British American Tobacco Bangladesh CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001202,2012-01-24,WALTONHIL,Walton Hi-Tech Industries,Electronics,en,Bangladesh budget proposes new tax measures,"Bangladesh Bank kept its policy rate unchanged at 12% in its latest monetary policy statement. The central bank struck a balanced tone, citing both inflation risks and the need to support growth.",macro,neutral
N000048,2011-08-18,BANKASIA,Bank Asia Limited,Bank,en,Bank Asia Limited swings to loss on weak demand,"Bank Asia Limited swung to a loss in Q1 as rising input costs and weaker demand eroded margins. Revenue fell 15% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N001558,2024-12-03,DSEX,DSE Broad Index,Index,en,Remittance inflow surges 35% in 1 quarter,DSEX crossed the 200 mark today on a broad-based rally led by bank and pharma stocks. Analysts said positive macro indicators including remittance growth and contained inflation have boosted investor confidence.,macro,positive
N001044,2014-07-02,LAFARGECEM,LafargeHolcim Bangladesh,Cement,en,LafargeHolcim Bangladesh fined Tk500 crore by BB for compliance breach,BSEC has suspended trading of LafargeHolcim Bangladesh for 7 days following a probe into compliance breaches. The regulator said the action is aimed at protecting investor interest until the matter is resolved.,regulatory,negative
N001370,2012-10-04,JAMUNAOIL,Jamuna Oil Company,Fuel,en,Jamuna Oil Company sets record date for dividend,"Jamuna Oil Company has set the record date for entitlement to the recently declared dividend. Shareholders holding shares on the record date will be eligible for the payout, the company said in a regulatory filing.",dividend,neutral
N001314,2019-04-29,TITASGAS,Titas Gas Transmission,Gas,en,"Titas Gas Transmission declares higher EPS, shares trade at premium","Titas Gas Transmission reported Q3 earnings that beat analyst estimates by 10%, driven by stronger-than-expected demand in the core gas segment. Management attributed the performance to improved margins and a 10% rise in revenue, and said it expects the momentum to continue next quarter.",earnings,positive
N001002,2016-04-30,LAFARGECEM,LafargeHolcim Bangladesh,Cement,bn,LafargeHolcim Bangladesh মূলধন সংরক্ষণে লভ্যাংশ 15% কমিয়েছে,LafargeHolcim Bangladesh মূলধন সংরক্ষণে লভ্যাংশ 15% কমিয়েছে,dividend,negative
N000250,2025-01-10,EBL,Eastern Bank PLC,Bank,en,Bangladesh budget proposes new tax measures,"Bangladesh Bank kept its policy rate unchanged at 18% in its latest monetary policy statement. The central bank struck a balanced tone, citing both inflation risks and the need to support growth.",macro,neutral
N000170,2013-03-18,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,Dutch-Bangla Bank PLC cuts dividend by 25% to preserve capital,"Dutch-Bangla Bank PLC will not declare a dividend this year, the board announced, citing a 25% decline in profitability and the need to preserve capital. Shareholders reacted cautiously and the stock slipped on the news.",dividend,negative
N000239,2010-11-05,EBL,Eastern Bank PLC,Bank,bn,Eastern Bank PLC তৃতীয় প্রান্তিকে লক্ষ্যমাত্রা অর্জন করতে পারেনি,Eastern Bank PLC তৃতীয় প্রান্তিকে লক্ষ্যমাত্রা অর্জন করতে পারেনি,earnings,negative
N000246,2024-07-08,EBL,Eastern Bank PLC,Bank,en,Eastern Bank PLC enters Myanmar market with strategic partnership,"Eastern Bank PLC unveiled plans to invest Tk150 crore in a new bank facility expected to create 1000 jobs. The project, financed through a mix of retained earnings and bank loans, is slated for commissioning within 18 months.",expansion,positive
N000024,2013-08-16,BANKASIA,Bank Asia Limited,Bank,en,BSEC issues new disclosure rules affecting Bank Asia Limited,BSEC has issued new disclosure rules that will affect how Bank Asia Limited reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N000753,2013-08-13,BSCCL,Bangladesh Submarine Cable Company,Telecom,en,"Bangladesh inflation climbs to 18%, highest in 5 years",DSEX plunged in tandem with regional markets as global risk-off sentiment triggered selling across emerging markets. Concerns over inflation at 12% and a weaker taka added to the pressure on Bangladeshi equities.,macro,negative
N000912,2025-03-17,SUMITPOWER,Summit Power International,Power,en,BSEC issues new disclosure rules affecting Summit Power International,BSEC has issued new disclosure rules that will affect how Summit Power International reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N001338,2020-03-19,TITASGAS,Titas Gas Transmission,Gas,bn,ঋণ খেলাপির গুজবে Titas Gas Transmission এর শেয়ার নিম্ন সার্কিটে,ঋণ খেলাপির গুজবে Titas Gas Transmission এর শেয়ার নিম্ন সার্কিটে,scandal,negative
N001296,2018-12-19,BEXIMCO,BEXIMCO Limited,Conglomerate,en,Regulator probes BEXIMCO Limited for insider trading,The BEXIMCO Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000564,2017-04-04,RENATA,Renata Limited,Pharma,bn,Renata Limited এর মুনাফা 25% বেড়েছে,Renata Limited এর মুনাফা 25% বেড়েছে,earnings,positive
N000783,2026-04-15,BSCCL,Bangladesh Submarine Cable Company,Telecom,bn,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,regulatory,neutral
N001486,2012-04-13,DSEX,DSE Broad Index,Index,en,DSE Broad Index cleared by ACC in corruption probe,DSE Broad Index secured Bangladesh Bank approval to launch a new product in the index segment. The clearance comes after a year-long review process and the company plans a phased rollout beginning next month.,regulatory,positive
N000950,2012-09-26,SUMITPOWER,Summit Power International,Power,en,IMF loan conditions worry Bangladeshi corporates,DSEX plunged in tandem with regional markets as global risk-off sentiment triggered selling across emerging markets. Concerns over inflation at 15% and a weaker taka added to the pressure on Bangladeshi equities.,macro,negative
N000184,2025-01-31,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,"Dutch-Bangla Bank PLC holds AGM, discusses future investments","At its AGM, Dutch-Bangla Bank PLC discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N001349,2025-11-11,TITASGAS,Titas Gas Transmission,Gas,bn,Titas Gas Transmission বোর্ড আর্থিক বিবৃতি অনুমোদন করেছে,Titas Gas Transmission বোর্ড আর্থিক বিবৃতি অনুমোদন করেছে,earnings,neutral
N001374,2010-02-05,JAMUNAOIL,Jamuna Oil Company,Fuel,en,Jamuna Oil Company to release Q3 results next week,"Jamuna Oil Company is scheduled to release its Q3 financial results next week. The board has approved the financial statements for submission to the regulator and a press release will follow, the company secretary said.",earnings,neutral
N001417,2010-09-01,CUSTOMERS,Customer's Care PLC,Services,en,Customer's Care PLC announces special dividend on strong reserves,"The board of Customer's Care PLC has recommended a 30% cash dividend for shareholders for the just-ended financial year, citing strong reserves and steady cash flow. The record date has been set and approval will be sought at the upcoming AGM.",dividend,positive
N000769,2023-02-17,BSCCL,Bangladesh Submarine Cable Company,Telecom,bn,Bangladesh Submarine Cable Company দুটি কারখানা বন্ধ করেছে,Bangladesh Submarine Cable Company দুটি কারখানা বন্ধ করেছে,expansion,negative
N001337,2012-11-07,TITASGAS,Titas Gas Transmission,Gas,bn,Titas Gas Transmission এর বিরুদ্ধে অভ্যন্তরীণ বাণিজ্যের তদন্ত,Titas Gas Transmission এর বিরুদ্ধে অভ্যন্তরীণ বাণিজ্যের তদন্ত,scandal,negative
N000354,2010-03-17,NCCBANK,National Credit & Commerce Bank,Bank,en,"National Credit & Commerce Bank holds AGM, discusses future investments","At its AGM, National Credit & Commerce Bank discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N001221,2019-11-08,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,Walton Hi-Tech Industries দুর্নীতি তদন্তে দুদক থেকে অব্যাহতি,Walton Hi-Tech Industries দুর্নীতি তদন্তে দুদক থেকে অব্যাহতি,regulatory,positive
N001409,2014-06-30,CUSTOMERS,Customer's Care PLC,Services,en,DSEX crosses 800 mark on broad-based rally,DSEX crossed the 200 mark today on a broad-based rally led by bank and pharma stocks. Analysts said positive macro indicators including remittance growth and contained inflation have boosted investor confidence.,macro,positive
N000620,2017-07-17,ACI,ACI Limited,Pharma,en,"ACI Limited holds AGM, discusses future investments","At its AGM, ACI Limited discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N001001,2016-08-05,LAFARGECEM,LafargeHolcim Bangladesh,Cement,en,LafargeHolcim Bangladesh secures central bank approval for new product,LafargeHolcim Bangladesh secured Bangladesh Bank approval to launch a new product in the cement segment. The clearance comes after a year-long review process and the company plans a phased rollout beginning next month.,regulatory,positive
N000813,2012-09-20,ROBI,Robi Axiata Limited,Telecom,bn,Robi Axiata Limited বার্ষিক সাধারণ সভা অনুষ্ঠিত,Robi Axiata Limited বার্ষিক সাধারণ সভা অনুষ্ঠিত,expansion,neutral
N000494,2026-04-14,SIBL,Social Islami Bank Limited,Bank,bn,রপ্তানি বৃদ্ধিতে টাকা মূল্যবৃদ্ধি,রপ্তানি বৃদ্ধিতে টাকা মূল্যবৃদ্ধি,macro,positive
N000244,2019-10-27,EBL,Eastern Bank PLC,Bank,en,BSEC issues new disclosure rules affecting Eastern Bank PLC,BSEC has issued new disclosure rules that will affect how Eastern Bank PLC reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N000070,2024-11-24,BRACBANK,BRAC Bank Limited,Bank,bn,BRAC Bank Limited বৈদেশিক মুদ্রা লঙ্ঘনের তদন্তে,BRAC Bank Limited বৈদেশিক মুদ্রা লঙ্ঘনের তদন্তে,regulatory,negative
N000502,2019-08-19,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,bn,Square Pharmaceuticals PLC নতুন উৎপাদন লাইনের জন্য চুক্তি স্বাক্ষর,Square Pharmaceuticals PLC নতুন উৎপাদন লাইনের জন্য চুক্তি স্বাক্ষর,expansion,positive
N000828,2024-04-05,ROBI,Robi Axiata Limited,Telecom,bn,Robi Axiata Limited বৈদেশিক মুদ্রা লঙ্ঘনের তদন্তে,Robi Axiata Limited বৈদেশিক মুদ্রা লঙ্ঘনের তদন্তে,regulatory,negative
N001480,2010-12-27,DSEX,DSE Broad Index,Index,en,DSE Broad Index faces tax evasion charges,The DSE Broad Index CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001285,2012-05-21,BEXIMCO,BEXIMCO Limited,Conglomerate,en,BEXIMCO Limited CEO arrested in loan scam,The BEXIMCO Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000305,2013-08-19,MUTUALTRUST,Mutual Trust Bank Limited,Bank,bn,Mutual Trust Bank Limited বার্ষিক সাধারণ সভা অনুষ্ঠিত,Mutual Trust Bank Limited বার্ষিক সাধারণ সভা অনুষ্ঠিত,expansion,neutral
N000889,2022-11-25,POWERGRID,Power Grid Company of Bangladesh,Power,en,Power Grid Company of Bangladesh cuts dividend by 20% to preserve capital,"Power Grid Company of Bangladesh will not declare a dividend this year, the board announced, citing a 35% decline in profitability and the need to preserve capital. Shareholders reacted cautiously and the stock slipped on the news.",dividend,negative
N001216,2011-06-05,WALTONHIL,Walton Hi-Tech Industries,Electronics,en,Walton Hi-Tech Industries shares hit lower circuit on loan default rumours,The Walton Hi-Tech Industries CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000694,2025-01-10,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,en,BEXIMCO Pharmaceuticals enters Sri Lanka market with strategic partnership,"BEXIMCO Pharmaceuticals unveiled plans to invest Tk300 crore in a new pharma facility expected to create 800 jobs. The project, financed through a mix of retained earnings and bank loans, is slated for commissioning within 18 months.",expansion,positive
N001332,2015-07-22,TITASGAS,Titas Gas Transmission,Gas,en,Titas Gas Transmission Q3 profit slumps 18% as costs soar,"Titas Gas Transmission swung to a loss in Q3 as rising input costs and weaker demand eroded margins. Revenue fell 22% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N001056,2019-10-28,MARICO,Marico Bangladesh Limited,Consumer,en,Bangladesh GDP growth beats forecasts at 25%,DSEX crossed the 800 mark today on a broad-based rally led by bank and pharma stocks. Analysts said positive macro indicators including remittance growth and contained inflation have boosted investor confidence.,macro,positive
N000241,2026-07-29,EBL,Eastern Bank PLC,Bank,bn,Eastern Bank PLC এর মুনাফা 10% কমেছে,Eastern Bank PLC এর মুনাফা 10% কমেছে,earnings,negative
N001555,2012-10-31,DSEX,DSE Broad Index,Index,en,BSEC issues new disclosure rules affecting DSE Broad Index,BSEC has issued new disclosure rules that will affect how DSE Broad Index reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N000368,2021-09-02,NCCBANK,National Credit & Commerce Bank,Bank,bn,ঋণ খেলাপির গুজবে National Credit & Commerce Bank এর শেয়ার নিম্ন সার্কিটে,ঋণ খেলাপির গুজবে National Credit & Commerce Bank এর শেয়ার নিম্ন সার্কিটে,scandal,negative
N000971,2012-03-15,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,bn,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,regulatory,neutral
N000729,2011-07-06,GP,Grameenphone Limited,Telecom,bn,Grameenphone Limited নতুন উৎপাদন লাইনের জন্য চুক্তি স্বাক্ষর,Grameenphone Limited নতুন উৎপাদন লাইনের জন্য চুক্তি স্বাক্ষর,expansion,positive
N000197,2013-03-31,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,bn,Dutch-Bangla Bank PLC কে বাংলাদেশ ব্যাংক টাকা 300 কোটি জরিমানা,Dutch-Bangla Bank PLC কে বাংলাদেশ ব্যাংক টাকা 300 কোটি জরিমানা,regulatory,negative
